2000 9459
1009 1904 -3942
1904 682 -8273
682 616 -5615
616 1706 -6823
1706 402 75
402 1503 -2167
1503 100 -930
100 1478 -6942
1478 78 8099
78 524 998
524 162 1335
162 1846 -3098
1846 1867 6437
1867 1048 -5170
1048 271 -5484
271 1076 8430
1076 602 -7476
602 739 -2816
739 671 8362
671 1878 -1584
1878 692 4384
692 22 -682
22 1153 4855
1153 1020 -7397
1020 1518 -7929
1518 95 2217
95 741 -9249
741 729 1365
729 1444 6782
1444 930 -2568
930 471 8541
471 991 -1630
991 367 -6745
367 1857 -2426
1857 1630 -5422
1630 538 -6104
538 548 -6523
548 1730 -1534
1730 467 3969
467 1796 -8271
1796 392 -1626
392 342 -6998
342 1900 -7361
1900 912 -2544
912 1687 -9567
1687 1270 -846
1270 785 -3387
785 1651 -5689
1651 546 -8224
546 1330 -2558
1330 133 -4888
133 701 -2231
701 43 -1505
43 1035 -482
1035 811 874
811 954 6748
954 1209 54
1209 77 -662
77 1883 -8014
1883 458 -3711
458 566 -4813
566 1954 9805
1954 220 954
220 242 -6250
242 105 4812
105 34 -4875
34 989 -9785
989 725 443
725 1693 -8332
1693 662 8988
662 1396 9822
1396 940 -2635
940 1830 -21
1830 700 -7798
700 710 501
710 1430 3280
1430 708 -6213
708 257 -7333
257 300 -8952
300 1893 -5912
1893 1163 -8928
1163 510 -3775
510 1079 2638
1079 1661 -1943
1661 745 -7673
745 273 -5779
273 118 9803
118 226 5237
226 1315 -3141
1315 295 -8342
295 612 -8442
612 1733 -1146
1733 876 -5604
876 540 -8021
540 1206 2429
1206 1402 -4971
1402 1365 7889
1365 780 -9977
780 1588 -200
1588 980 1658
980 983 -9217
983 881 257
881 420 -2212
420 1090 9141
1090 487 -3654
487 690 2029
690 1750 6210
1750 969 -6835
969 344 -4453
344 820 879
820 1447 -4985
1447 37 2679
37 1628 -2765
1628 119 -5978
119 254 -4028
254 372 3449
372 1375 -128
1375 1107 -9910
1107 1957 9216
1957 1104 -2001
1104 1660 -6339
1660 921 -622
921 388 -4635
388 1366 -5971
1366 1012 -7841
1012 1652 1657
1652 61 -9808
61 1448 2566
1448 1583 -6563
1583 69 -2399
69 1639 -8947
1639 988 4269
988 55 -1169
55 389 -1864
389 281 7395
281 1617 7739
1617 1922 -838
1922 579 1147
579 1087 -6964
1087 1186 -1744
1186 705 -2294
705 598 2616
598 711 -7000
711 501 -5187
501 1156 -9118
1156 1093 -4520
1093 1483 -8942
1483 438 -3999
438 509 -4079
509 1463 3261
1463 1002 2291
1002 1042 -9070
1042 70 2661
70 1926 1320
1926 799 -8715
799 1469 -2562
1469 570 -828
570 1333 -6753
1333 999 -5701
999 779 -77
779 1182 -1032
1182 582 -8179
582 1284 -785
1284 1604 124
1604 1222 1227
1222 1801 106
1801 1100 5467
1100 709 2573
709 322 -4396
322 1991 -7620
1991 1325 -6531
1325 1854 353
1854 199 -4176
199 1901 -2754
1901 411 2325
411 428 -4351
428 444 -4651
444 1347 7712
1347 25 -1408
25 339 4584
339 54 -9022
54 1028 1487
1028 924 -2198
924 88 4197
88 1785 -8453
1785 757 -1226
757 1060 3648
1060 634 -8479
634 1819 -300
1819 1771 -8923
1771 1813 -668
1813 1714 -606
1714 1283 -8052
1283 1052 1874
1052 1914 -2332
1914 1692 655
1692 809 -4740
809 1411 -1347
1411 944 -2804
944 283 -972
283 608 -593
608 74 2713
74 1442 -9093
1442 1476 840
1476 632 -6060
632 377 -8089
377 866 -6860
866 193 -9843
193 1816 -6702
1816 218 -3548
218 899 -7049
899 1390 1496
1390 858 189
858 642 -5241
642 145 -8177
145 228 6706
228 1099 102
1099 804 -4508
804 1609 -6772
1609 1482 9374
1482 984 951
984 1689 -3820
1689 330 -6220
330 1024 -5220
1024 962 -834
962 1873 -6120
1873 1506 -5451
1506 1108 717
1108 1046 1161
1046 803 -7653
803 212 -4929
212 644 -3240
644 1905 -1900
1905 834 1592
834 1393 3504
1393 754 -1012
754 13 -4801
13 1996 -1859
1996 1405 -497
1405 1673 -6265
1673 184 -4348
184 179 2670
179 636 -9507
636 1606 -6921
1606 1735 -9433
1735 352 -2547
352 884 -1207
884 852 -3905
852 1225 -1937
1225 14 1080
14 499 -9981
499 1933 -9092
1933 1890 308
1890 882 -6029
882 353 6195
353 905 -5848
905 688 8441
688 1756 5352
1756 1015 1675
1015 1600 -5249
1600 500 -1733
500 1370 7532
1370 788 -4518
788 545 -8607
545 1016 1930
1016 641 2628
641 1841 -1373
1841 696 -6345
696 800 153
800 455 4167
455 1799 -8307
1799 1932 -3944
1932 1173 8817
1173 1132 -1274
1132 818 4028
818 1868 -5362
1868 1135 -693
1135 1567 -1047
1567 1303 -1248
1303 1831 -1259
1831 750 1725
750 1610 -6852
1610 1731 -6772
1731 356 -7772
356 1380 1491
1380 1761 -7893
1761 864 5193
864 302 1552
302 337 3074
337 210 -3735
210 1804 76
1804 84 9549
84 535 1626
535 1161 -3369
1161 174 -3418
174 1798 5590
1798 851 -5062
851 1409 -3646
1409 1829 -5445
1829 1541 -5649
1541 233 -6007
233 1527 2606
1527 1757 2198
1757 1168 -4472
1168 1643 -1470
1643 416 -558
416 1158 -4422
1158 939 2757
939 1993 1006
1993 714 -3580
714 1063 6267
1063 1627 2524
1627 751 -4359
751 1263 7927
1263 1318 4046
1318 646 -9281
646 1508 -1602
1508 1891 -2910
1891 1246 -2241
1246 1112 4218
1112 1179 -7068
1179 600 3523
600 560 5538
560 135 2559
135 584 -147
584 1573 5380
1573 386 -5108
386 1618 -7552
1618 1682 492
1682 310 3004
310 81 9858
81 1113 -9827
1113 147 -7913
147 1760 -6151
1760 1669 -270
1669 405 -705
405 1559 -6754
1559 1987 -1732
1987 154 -3615
154 489 -8092
489 380 -3397
380 732 -8602
732 947 -188
947 404 -8708
404 373 -1846
373 482 4114
482 248 -5421
248 1807 -7278
1807 166 -4901
166 1683 3202
1683 1676 -1829
1676 1529 1968
1529 2000 3365
1 211 -9766
211 779 -5157
779 62 4302
62 546 -3840
546 1341 891
1341 1349 4678
1349 1449 -6465
1449 1271 -4873
1271 1051 3480
1051 1414 6407
1414 1775 5781
1775 1027 1105
1027 1030 -2533
1030 1102 -6864
1102 919 -9180
919 1707 -2338
1707 708 5153
708 175 -3782
175 88 -3335
88 1556 2028
1556 947 3151
947 641 -3615
641 918 -3607
918 1917 5515
1917 1672 -8343
1672 1684 272
1684 90 -2841
90 1772 -9649
1772 805 -1792
805 1849 -1025
1849 634 122
634 551 3158
551 1540 1804
1540 691 2522
691 932 238
932 822 1579
822 567 2203
567 1337 6116
1337 997 -247
997 1184 -630
1184 1012 -183
1012 738 1564
738 732 961
732 594 -3708
594 311 6736
311 781 5919
781 1011 4813
1011 1230 613
1230 1834 8417
1834 1218 -498
1218 1146 -1191
1146 679 -1323
679 1197 -2636
1197 1469 -655
1469 800 8446
800 1680 6588
1680 715 -1667
715 897 -8709
897 1494 721
1494 1095 1866
1095 309 -3776
309 1983 -9360
1983 1932 -2181
1932 903 6262
903 1814 1893
1814 1763 -3739
1763 1821 -1143
1821 1947 3588
1947 1657 -5713
1657 1914 -5145
1914 926 -5852
926 1233 -5620
1233 740 -7126
740 42 6719
42 1060 -5405
1060 193 153
193 1943 5571
1943 1138 -140
1138 718 224
718 1851 8463
1851 1610 -2787
1610 901 -3406
901 285 -2743
285 500 4305
500 1765 2049
1765 391 -1782
391 1786 1400
1786 115 2434
115 1827 -6187
1827 1446 -8999
1446 659 -7547
659 773 -3222
773 1576 -5648
1576 1448 -9395
1448 1698 5146
1698 1877 -8197
1877 1078 685
1078 18 3077
18 30 71
30 1625 5109
1625 1819 -6818
1819 441 -3496
441 1468 855
1468 173 -2362
173 1525 3939
1525 1864 -1031
1864 381 -7486
381 125 -5994
125 145 -5636
145 1776 -5254
1776 1808 -5179
1808 1476 6723
1476 1892 -2341
1892 552 1167
552 1902 -8049
1902 988 -3800
988 1845 -2627
1845 1957 -6540
1957 1405 -6850
1405 353 7555
353 289 -8294
289 1973 -463
1973 862 137
862 26 -1769
26 375 730
375 894 -2884
894 626 -2753
626 986 9775
986 1276 7467
1276 1749 -2240
1749 1998 2160
1998 672 -7740
672 1402 -4047
1402 1171 830
1171 1310 -6774
1310 119 -6559
119 1117 -1059
1117 143 1489
143 216 4455
216 1596 6212
1596 1558 1762
1558 1691 54
1691 993 6660
993 456 -1208
456 1977 2211
1977 721 1899
721 1856 -6027
1856 1800 2081
1800 790 4528
790 1119 9687
1119 137 5272
137 356 -120
356 1804 -4205
1804 1221 -9653
1221 667 -2841
667 616 -200
616 1589 4518
1589 70 -1880
70 1158 -8750
1158 369 -3016
369 417 -3832
417 889 1185
889 144 3468
144 1045 -102
1045 1975 -4848
1975 195 -5471
195 1309 -7868
1309 852 -4957
852 1509 1216
1509 518 -2000
518 265 -5320
265 658 -6133
658 1853 -2563
1853 910 -5038
910 553 -8059
553 28 -6809
28 1140 -962
1140 1044 -6447
1044 1714 -5534
1714 171 -3290
171 1193 -1500
1193 1583 -4324
1583 293 -5907
293 250 -8615
250 1751 3433
1751 1609 -9808
1609 1826 -8570
1826 1671 -3433
1671 127 -4100
127 934 -7050
934 1965 -6501
1965 1635 8127
1635 806 -9109
806 1876 -5235
1876 1120 707
1120 780 -2849
780 1004 9890
1004 582 -6006
582 481 3823
481 479 -3020
479 1216 -6797
1216 84 -4
84 1930 -6946
1930 1989 -9965
1989 161 -7914
161 1113 -2731
1113 1103 8848
1103 189 3560
189 1343 8180
1343 1417 9734
1417 1675 -2594
1675 1340 -9187
1340 1161 -3010
1161 609 9898
609 1331 -377
1331 390 -9762
390 116 452
116 364 839
364 766 7534
766 1198 5114
1198 1285 -1150
1285 562 1712
562 53 1250
53 714 -4212
714 27 381
27 1348 462
1348 1911 -9346
1911 259 1882
259 599 303
599 639 -7457
639 1226 2066
1226 900 4446
900 1617 287
1617 955 -9408
955 68 -4959
68 1132 2052
1132 1245 2965
1245 1575 -7225
1575 1893 4782
1893 1009 -4109
1009 875 -5684
875 1733 -6476
1733 1788 5136
1788 1411 -3377
1411 1462 9801
1462 246 522
246 281 -8915
281 1645 -8578
1645 1347 -981
1347 1522 -4328
1522 1577 -8186
1577 210 -2006
210 1500 5603
1500 1755 4829
1755 576 -721
576 2 -7866
2 1105 -1978
1105 1201 -6453
1201 280 -9853
280 1753 -4843
1753 407 2016
407 1173 -5109
1173 1552 -2923
1552 1696 519
1696 572 -7508
572 1106 -4863
1106 1190 -3830
1190 435 453
435 1479 -9951
1479 1487 -6863
1487 1900 -3643
1900 606 1295
606 581 -465
581 1620 -7614
1620 945 7298
945 1841 -4892
1841 1734 -3317
1734 1689 7107
1689 712 -313
712 237 7810
237 1692 1478
1692 1413 -9685
1413 1261 8984
1261 1829 2031
1829 1514 9413
1514 1982 3493
1982 1551 -3957
1551 86 7223
86 32 1837
32 788 2604
788 1508 -69
1508 1296 5078
1296 465 9981
465 1846 -6253
1846 1410 2752
1410 94 -4904
94 1257 -2751
1257 612 -9399
612 194 -9665
194 1667 -4417
1667 841 7107
841 1386 -1990
1386 1516 3870
1516 1559 -3994
1559 182 -9436
182 590 -3975
590 1566 -869
1566 931 3204
931 811 -3284
811 757 -8323
757 960 318
960 749 -8142
749 571 351
571 257 4777
257 1431 -3413
1431 260 16
260 676 4561
676 540 -9711
540 376 1980
376 1756 -3771
1756 1933 7258
1933 713 9530
713 1316 9743
1316 1985 8486
1985 348 1869
348 275 7681
275 577 508
577 1674 8729
1674 1436 1094
1436 593 -3809
593 180 -8502
180 791 -4550
791 449 1698
449 607 -1557
607 1213 2370
1213 635 1374
635 253 -8460
253 1098 224
1098 1796 1475
1796 1579 4886
1579 1655 -2763
1655 234 -6816
234 1496 -2920
1496 1312 -554
1312 1802 -5509
1802 1356 1305
1356 1215 -2233
1215 254 -3753
254 1495 -882
1495 1415 -5272
1415 1252 -1556
1252 1318 -6087
1318 1077 -105
1077 415 3996
415 860 -6779
860 1061 -1811
1061 444 1913
444 99 -9508
99 958 9903
958 252 -5678
252 685 740
685 1999 2731
1999 980 -783
980 1908 638
1908 341 -3129
341 368 9642
368 982 -9417
982 756 -3360
756 1000 -3225
1000 1286 6847
1286 1646 -4766
1646 198 100
198 1196 1070
1196 709 -5259
709 1530 8830
1530 455 -6730
455 1591 5701
1591 1485 -4540
1485 453 -4268
453 1901 -3478
1901 693 -3356
693 696 3250
696 11 1537
11 1480 -1541
1480 1361 -8311
1361 229 1754
229 1791 -3161
1791 1268 1267
1268 1538 2600
1538 628 140
628 1830 -1982
1830 1065 2667
1065 1823 3075
1823 688 -3946
688 174 350
174 1785 -3373
1785 898 2234
898 640 2049
640 1881 1991
1881 1330 7860
1330 147 -5852
147 711 -7234
711 651 -320
651 1028 4756
1028 973 -9634
973 536 9155
536 564 -7432
564 1085 6682
1085 1855 419
1855 1267 8881
1267 1200 -710
1200 829 9842
829 1541 -5507
1541 758 -8008
758 1817 -3419
1817 140 -5133
140 785 3067
785 1289 -899
1289 1350 7132
1350 303 767
303 203 -2557
203 1066 -1254
1066 204 2846
204 231 4139
231 1486 -5910
1486 592 838
592 941 119
941 741 -5760
741 1284 2882
1284 1395 4728
1395 1563 -4552
1563 1961 -8254
1961 244 -7213
244 1718 -6298
1718 1416 8614
1416 1202 1807
1202 979 -4466
979 1336 -6606
1336 463 -7185
463 1595 -7383
1595 1991 2493
1991 1979 3752
1979 273 -9918
273 704 -7753
704 1928 -3425
1928 847 -5983
847 1369 5342
1369 1308 -1207
1308 1742 786
1742 1297 5644
1297 1937 3467
1937 85 1243
85 653 -6254
653 787 3661
787 535 -2871
535 760 7004
760 1648 2722
1648 1618 4006
1618 1581 2118
1581 1026 1967
1026 819 -9528
819 433 1973
433 664 -4364
664 745 -9871
745 169 -4611
169 338 -6850
338 1275 -262
1275 1328 -9828
1328 1875 -4763
1875 1467 -5877
1467 1323 -2231
1323 1430 1900
1430 360 -5124
360 1828 -4431
1828 1783 2578
1783 491 -4255
491 1358 -3246
1358 319 -683
319 1329 6038
1329 1371 -7292
1371 1515 -3751
1515 1107 -8465
1107 1640 -9186
1640 167 -4019
167 1668 -5700
1668 531 -9139
531 1326 -9940
1326 1001 -8124
1001 1269 -8526
1269 331 -3141
331 165 -8302
165 1767 2566
1767 387 -2317
387 1798 2242
1798 412 -158
412 568 -2806
568 272 -5174
272 1644 687
1644 1570 5285
1570 52 -2491
52 1367 1932
1367 1254 -5067
1254 1376 4848
1376 55 -2293
55 529 3464
529 1615 7605
1615 337 -8685
337 81 1079
81 797 -4545
797 323 9277
323 851 -1132
851 580 2509
580 1909 -3434
1909 804 238
804 734 -260
734 1032 -226
1032 105 -4311
105 172 -8445
172 1034 -5488
1034 1084 -9973
1084 1155 -3133
1155 555 -7057
555 710 -1885
710 423 7534
423 1303 -84
1303 1568 5382
1568 1231 5642
1231 976 -7755
976 151 -5855
151 662 895
662 295 8624
295 117 208
117 152 -3670
152 629 -3656
629 21 682
21 1838 1102
1838 156 -1208
156 162 1979
162 1916 -5266
1916 228 3267
228 1603 -338
1603 527 512
527 168 7712
168 888 908
888 965 7953
965 1020 -4238
1020 633 877
633 867 -3850
867 266 1059
266 380 -4426
380 563 -9124
563 330 -453
330 123 3452
123 613 -8119
613 1654 -2079
1654 1708 2638
1708 622 -870
622 1391 -758
1391 440 1523
440 1420 6938
1420 112 8267
112 1403 -2792
1403 126 417
126 1580 1702
1580 1122 -7064
1122 1069 -4195
1069 1571 -4415
1571 1478 -7268
1478 684 -3963
684 361 -4181
361 324 5801
324 124 -6709
124 922 -6458
922 1493 -6202
1493 1981 -8798
1981 694 4041
694 1459 1268
1459 885 -4574
885 475 4921
475 962 4604
962 129 -9265
129 1443 -4786
1443 1321 -2313
1321 422 -3589
422 929 4262
929 1041 -622
1041 1241 -6732
1241 1250 4080
1250 1112 -8922
1112 1304 -2475
1304 1497 -2041
1497 1847 -9183
1847 543 -3248
543 1048 -6398
1048 1792 9697
1792 473 3087
473 1170 7278
1170 135 7691
135 579 156
579 1477 -3329
1477 398 7782
398 242 -7666
242 1183 -9682
1183 952 -9128
952 1008 -1105
1008 201 -393
201 1242 -8350
1242 306 -5141
306 943 -2460
943 1941 2631
1941 1910 -6296
1910 731 -8326
731 340 2680
340 515 -300
515 1003 1003
1003 1437 1714
1437 1240 -8567
1240 205 -3855
205 1099 -860
1099 727 7866
727 1212 -233
1212 1988 1935
1988 1473 -5363
1473 528 -8687
528 1549 -3434
1549 327 -5405
327 388 -7207
388 1162 -1965
1162 1690 -9629
1690 321 -3926
321 155 -2398
155 191 3805
191 1298 -1516
1298 1919 811
1919 1815 5219
1815 502 -2767
502 1882 1939
1882 5 7036
5 840 584
840 1080 6972
1080 1811 2443
1811 938 -4216
938 507 1890
507 925 7094
925 1810 -7965
1810 699 2415
699 1075 -9441
1075 532 -5559
532 1831 44
1831 547 1742
547 263 -3879
263 523 -6794
523 1059 -2538
1059 618 -7200
618 1293 -5075
1293 1956 2676
1956 887 2088
887 316 -9211
316 1554 -2832
1554 763 -2118
763 1883 -7441
1883 134 -3581
134 1637 4189
1637 835 -9857
835 434 -4458
434 352 5546
352 525 1970
525 1542 -4896
1542 1189 -6249
1189 492 -6820
492 1383 -8484
1383 1650 -6430
1650 700 6289
700 1543 -7859
1543 1601 -1329
1601 358 -5127
358 287 -6725
287 1206 -793
1206 1319 -7461
1319 560 392
560 784 -1256
784 320 -2031
320 521 -2373
521 1174 810
1174 393 -9781
393 1709 -7087
1709 130 4176
130 1548 -2960
1548 1813 -436
1813 1492 -6672
1492 1157 -2419
1157 1687 -6229
1687 71 -325
71 1606 -579
1606 733 -5676
733 1913 2349
1913 308 -7307
308 1097 -3084
1097 1389 -9598
1389 954 -4053
954 630 -4634
630 426 -6240
426 403 1638
403 50 -7034
50 1281 -3202
1281 1452 3966
1452 102 4375
102 1064 -5013
1064 1168 9126
1168 1006 -9915
1006 480 647
480 1239 8791
1239 466 -2572
466 1394 -8989
1394 697 4370
697 1203 126
1203 951 -2115
951 196 1993
196 661 -3044
661 517 -8338
517 400 -1813
400 23 1130
23 832 -5606
832 408 -7184
408 1590 -1425
1590 436 7168
436 1868 -2833
1868 1133 -6097
1133 505 -7847
505 371 -6928
371 1018 5946
1018 1736 -5573
1736 977 -90
977 1953 -273
1953 1743 -2642
1743 1463 -5872
1463 454 -6440
454 935 2372
935 419 -7837
419 956 8915
956 354 -9428
354 1188 -785
1188 1126 -6037
1126 241 -4323
241 643 -439
643 1738 -5173
1738 170 967
170 1089 2108
1089 1759 -9739
1759 386 -1615
386 1862 -2950
1862 726 -5546
726 1455 -980
1455 220 -803
220 258 -6434
258 707 -1905
707 1938 9907
1938 164 -1324
164 243 -1674
243 1747 1708
1747 477 9705
477 91 3782
91 858 -8668
858 777 -2216
777 1072 -2305
1072 1381 -6575
1381 1194 -5700
1194 1924 5608
1924 73 -8118
73 1716 -986
1716 1136 793
1136 1725 -357
1725 1951 2391
1951 350 -6768
350 328 -913
328 1616 516
1616 1929 -1218
1929 1797 -1615
1797 373 -6208
373 1807 -6326
1807 46 -5222
46 880 1199
880 1898 -846
1898 404 -5393
404 762 -5000
762 1935 -6928
1935 1180 8353
1180 1422 -5808
1422 673 2573
673 1996 -4574
1996 647 7089
647 1483 -3283
1483 544 4077
544 1861 1055
1861 1354 -5113
1354 587 -1846
587 34 3898
34 1757 -5874
1757 149 -9927
149 166 1077
166 118 634
118 509 -6676
509 1370 -9214
1370 1777 -6647
1777 1248 -9620
1248 1677 -4307
1677 464 -8165
464 131 -3182
131 1451 -1092
1451 1121 -4962
1121 907 5894
907 1927 1554
1927 1232 3285
1232 10 8173
10 1871 -1747
1871 909 -9725
909 1052 2006
1052 930 7148
930 370 -9621
370 876 -7267
876 414 -6264
414 1803 -2479
1803 1068 264
1068 1382 -6694
1382 1787 -1361
1787 1334 -4255
1334 6 3307
6 668 249
668 964 -3585
964 808 -9201
808 923 -1269
923 438 6560
438 1506 4401
1506 277 -9185
277 1874 -7897
1874 1399 -3962
1399 1290 -5867
1290 1482 1552
1482 1076 -1065
1076 1754 1520
1754 611 -4374
611 1741 377
1741 1037 2082
1037 1607 -2630
1607 728 -275
728 939 -6029
939 439 -5295
439 657 -6344
657 1470 -4977
1470 342 8056
342 1087 -3132
1087 427 3005
427 1745 -7350
1745 1553 -6934
1553 1806 -7197
1806 1148 -1797
1148 443 -5836
443 239 -6281
239 59 -9416
59 29 -8020
29 769 -5835
769 1082 9339
1082 1614 5244
1614 1879 -1262
1879 1719 -362
1719 1658 3078
1658 719 9230
719 1335 -3110
1335 136 -4038
136 578 -4544
578 461 -5365
461 705 -8858
705 866 -3502
866 824 -3926
824 950 -1702
950 969 -7446
969 1842 -3701
1842 1661 -4281
1661 1592 1928
1592 1398 -5161
1398 1703 4746
1703 1278 1276
1278 729 -7660
729 1774 -5897
1774 1870 5756
1870 1058 -3981
1058 1016 -53
1016 508 -9512
508 720 -9465
720 326 -7546
326 1288 -3690
1288 336 9997
336 608 9861
608 1958 -7430
1958 232 -5134
232 1922 6641
1922 35 -5326
35 37 -3287
37 1994 -511
1994 838 1069
838 996 4739
996 185 -2715
185 1550 -8673
1550 271 91
271 374 4793
374 432 -2886
432 425 -2216
425 1094 -5492
1094 1773 695
1773 548 -5293
548 209 5944
209 1987 -5432
1987 1762 8208
1762 33 64
33 1964 -317
1964 1669 -1676
1669 1115 -1179
1115 230 8343
230 1629 -4922
1629 1035 7129
1035 283 -3890
283 1083 -2792
1083 1346 -7091
1346 367 -7550
367 869 -2762
869 683 245
683 1175 -9001
1175 1721 -8347
1721 1839 -6452
1839 882 -8367
882 63 -6969
63 501 -6458
501 520 -9641
520 636 8
636 1311 1692
1311 1359 7897
1359 1598 -9879
1598 510 -976
510 1426 2147
1426 735 4903
735 1521 -72
1521 987 -3617
987 188 -6933
188 1652 7634
1652 558 -7383
558 482 -9011
482 1283 1849
1283 57 9468
57 557 -1363
557 1081 -9381
1081 519 6333
519 1752 -2555
1752 478 49
478 1111 1012
1111 868 -1595
868 343 -8236
343 1070 -1711
1070 1726 -3725
1726 1857 -2671
1857 1491 280
1491 624 -595
624 1727 -6171
1727 467 -8857
467 1561 9711
1561 1984 -3490
1984 1920 -2640
1920 101 -3448
101 79 -6330
79 332 -2198
332 585 -2124
585 1222 -6942
1222 1040 8610
1040 1906 -3498
1906 1471 -4111
1471 1123 6055
1123 493 -7745
493 1427 9820
1427 268 -534
268 1899 7390
1899 458 2839
458 39 -5282
39 297 -6871
297 984 5529
984 1925 8645
1925 746 -7
746 1820 2978
1820 1472 -9113
1472 251 -9206
251 1724 -3971
1724 1029 -196
1029 789 -9846
789 141 -3088
141 1456 -7204
1456 569 -2931
569 603 2411
603 1287 -754
1287 886 -3167
886 468 8933
468 418 1485
418 80 -53
80 916 6723
916 1128 8591
1128 815 -2209
815 1142 -7994
1142 1732 6714
1732 1172 -9165
1172 471 -8650
471 1688 6229
1688 1593 9074
1593 967 -6849
967 97 -2309
97 849 2476
849 1740 1438
1740 379 8616
379 82 6464
82 999 7521
999 1746 -7314
1746 329 8299
329 1997 -5959
1997 1100 -562
1100 1915 35
1915 1408 1368
1408 1282 -8407
1282 110 -1706
110 496 -1086
496 1918 -6030
1918 1878 8250
1878 761 -6676
761 217 9832
217 1182 9552
1182 67 -1487
67 902 -9456
902 1897 -8515
1897 1079 1096
1079 1670 9217
1670 256 -4261
256 445 -4884
445 1634 -2548
1634 1195 -2625
1195 913 5245
913 1300 4274
1300 25 -1451
25 1986 -5802
1986 813 1157
813 1944 -2411
1944 219 8448
219 877 -612
877 1801 -1247
1801 1438 5047
1438 315 -2826
315 1712 -2844
1712 933 -9210
933 1569 -4629
1569 1104 -4336
1104 1481 -3626
1481 1253 6290
1253 399 359
399 1694 -613
1694 944 -4324
944 1711 6320
1711 1125 3962
1125 1852 -1800
1852 1699 -6658
1699 1263 -8995
1263 1825 -8672
1825 1952 -1369
1952 121 7504
121 45 -3575
45 1264 7283
1264 262 1669
262 1501 9002
1501 1651 -2657
1651 774 6725
774 314 2707
314 1588 2264
1588 1926 -6840
1926 522 -404
522 1093 6458
1093 792 -3468
792 879 -7860
879 974 -4131
974 490 8651
490 1972 9585
1972 1409 -2245
1409 701 -4644
701 1378 -148
1378 1912 -487
1912 1974 -4884
1974 1611 4370
1611 504 -208
504 998 -8231
998 345 -348
345 1597 -5760
1597 959 -1979
959 1388 -8038
1388 1968 -4615
1968 1970 -9869
1970 646 -2252
646 1454 -8812
1454 1019 6647
1019 550 2584
550 460 -8123
460 834 -6913
834 1191 8451
1191 1134 -7630
1134 687 450
687 1940 -3766
1940 737 8734
737 410 1066
410 1139 -6596
1139 1423 1039
1423 132 2604
132 782 1351
782 1372 -3213
1372 359 -6490
359 1812 3669
1812 692 -7362
692 288 786
288 355 -294
355 1547 9644
1547 1512 8363
1512 103 9433
103 1428 -5255
1428 596 -2066
596 1109 -3295
1109 270 7392
270 363 5743
363 1818 -6067
1818 983 3646
983 1015 1080
1015 1887 -1131
1887 1374 6030
1374 1228 1411
1228 744 -4908
744 1781 166
1781 1503 4080
1503 1419 1794
1419 937 -7320
937 942 -5645
942 1886 -7601
1886 179 2168
179 1903 4209
1903 1960 3575
1960 430 -2585
430 96 2334
96 669 -5515
669 796 -3283
796 1392 -6628
1392 1024 -4645
1024 575 -8820
575 765 -671
765 215 1561
215 1023 1628
1023 1643 3103
1643 87 -9884
87 990 56
990 893 -4346
893 138 3312
138 1307 -6428
1307 1049 -3518
1049 153 -9430
153 357 -966
357 985 7515
985 74 -9833
74 154 -357
154 313 -6437
313 1315 -4473
1315 853 400
853 1332 5757
1332 754 -849
754 1351 -5062
1351 831 4642
831 15 -3138
15 1835 -3746
1835 807 -1517
807 1587 -3802
1587 623 2601
623 890 -4807
890 655 -179
655 1744 5976
1744 845 -7336
845 1365 -2719
1365 346 1046
346 290 -6788
290 192 -1910
192 1450 1673
1450 1178 -3774
1178 495 872
495 1936 9174
1936 1217 5245
1217 49 -1983
49 1633 -2018
1633 994 1471
994 218 2563
218 13 1390
13 76 3384
76 223 -280
223 597 -6304
597 747 -4630
747 1544 393
1544 1433 6890
1433 1181 -3682
1181 333 9129
333 1385 225
1385 214 7363
214 428 -1683
428 725 -3445
725 1678 2001
1678 1434 -495
1434 1498 136
1498 1545 -3731
1545 1169 3792
1169 665 7520
665 598 5657
598 1885 -7103
1885 524 -7939
524 992 1856
992 1017 6560
1017 1789 -2981
1789 292 2278
292 1504 -9158
1504 978 -3184
978 95 -9138
95 1904 -1495
1904 362 -8444
362 666 -4070
666 968 3127
968 1101 -8487
1101 1258 -7660
1258 310 -6707
310 1144 -2121
1144 208 -9532
208 83 5233
83 1764 -2210
1764 1980 -6329
1980 1021 -2894
1021 981 4144
981 233 8869
233 1663 -9433
1663 1837 4688
1837 802 -1122
802 1397 -3383
1397 530 -7657
530 1360 3405
1360 1962 -1639
1962 1531 -9123
1531 1333 -9558
1333 1766 -7612
1766 554 8900
554 322 -278
322 1313 9272
1313 605 3836
605 1192 -6438
1192 1031 -8657
1031 1653 -6893
1653 620 3245
620 1824 6210
1824 1046 2247
1046 1683 -4580
1683 383 1892
383 940 1988
940 1432 -1846
1432 114 3222
114 1582 9384
1582 1510 -1764
1510 1204 -7818
1204 1401 5371
1401 1621 7518
1621 812 -8532
812 1375 -3921
1375 77 2511
77 908 -7990
908 248 5655
248 302 -7516
302 961 -7310
961 1600 -9865
1600 437 -9813
437 1010 4436
1010 675 -7079
675 511 4665
511 178 5374
178 671 9201
671 104 -4641
104 632 -2319
632 1396 5725
1396 1013 -923
1013 1377 7736
1377 107 2512
107 1322 -4543
1322 873 -366
873 1673 -666
1673 1033 -2177
1033 111 8642
111 470 -7298
470 40 -4752
40 1229 -4513
1229 1014 -4784
