1999 7351
444 970 6763
1651 627 8780
833 1799 5518
1205 1918 -8383
1419 1767 5726
234 710 -5261
381 626 -6080
1249 845 7970
1963 1098 1122
1545 1285 1738
1662 1356 -3093
1178 695 -8057
325 1944 -5779
838 190 5458
985 349 -1288
776 1219 -2299
1395 337 9845
644 1204 -4131
276 451 7157
1190 839 5526
1419 507 -4967
742 1003 732
958 991 4563
15 183 4863
637 1729 2600
552 253 -3004
1776 1550 7439
755 1545 -6449
21 1650 -1412
1491 536 -7062
1991 533 6495
464 1177 -1449
772 1367 -2268
1333 1232 8825
1833 87 3551
1819 1810 8502
1717 59 -4041
1080 1040 8924
638 1378 6907
436 1328 -6606
276 1425 -5988
1396 1270 2678
1550 780 -8273
679 1980 -8305
1141 749 -8755
139 589 -2147
233 1981 -2986
1777 1060 -9781
1346 1821 -6346
990 1344 -6534
1448 1571 -4284
507 432 7073
859 1549 5212
1757 160 5315
1950 104 -450
1219 836 -7035
363 503 -3434
1340 1920 1918
583 1196 5095
518 1366 -8766
395 192 -9836
921 839 -6328
976 1687 -7294
343 1019 1846
468 356 5862
1395 726 3055
781 372 -5158
1752 1741 -265
1372 39 -3914
1577 1156 8663
1806 1366 -4670
188 861 2764
274 742 4614
214 645 918
5 616 6162
1488 1320 9621
789 428 8021
1332 540 -7752
679 589 -6631
465 615 -7023
693 1656 3870
963 1735 9546
840 685 8546
273 1843 -1787
402 1644 -5296
1759 902 1724
1116 1377 7570
1409 775 3012
1899 513 1902
549 1374 196
108 645 3102
1584 1336 -1844
257 522 8450
347 342 -4939
611 1699 2416
255 439 -5176
406 1556 -5282
869 528 -5169
1604 1559 7119
118 1530 8700
325 663 -3725
62 978 2513
417 481 -3668
324 797 -3783
276 1896 -2179
1695 147 5837
1964 807 -110
697 413 3241
278 1285 2293
542 910 4468
483 229 -6879
757 1743 -8496
449 168 -787
1173 1684 2001
1648 1023 9780
1804 1908 -6889
1380 699 1336
911 293 -4453
1498 1283 -5333
861 1617 8423
205 1812 3657
1953 1740 740
1057 667 2548
1746 673 7621
509 399 3848
223 1552 -5042
72 1706 -5126
1074 63 1297
742 998 8182
945 834 6580
1767 209 -9080
1435 25 -9662
296 1789 -7992
1523 1710 3096
1028 773 -5134
572 21 -9545
883 1143 8841
695 294 -4126
900 1953 5404
1800 992 -8360
1401 1534 7121
1547 846 4397
840 112 -573
1485 839 -2109
911 85 -1280
390 1280 7788
602 1476 6362
1825 491 -2508
907 1526 8244
31 675 -3565
174 450 -5296
1751 513 -821
523 1858 -2804
487 1930 1521
666 690 -2668
1204 623 -5508
834 1486 2074
654 1258 5280
1567 1997 7145
582 1047 -8363
912 1113 -9557
970 626 -215
263 539 -402
1630 1106 -8842
788 185 4078
1607 1835 7093
231 448 3698
565 946 -1257
978 142 3194
1222 1387 -1469
811 1312 8010
702 820 -4533
732 1290 -9124
1784 1777 -4019
1971 610 -6744
384 823 -9206
1656 545 1739
1535 1395 2925
1958 589 8052
465 486 8644
1874 1844 3877
594 1671 -1899
247 1659 9352
169 143 1829
374 1514 8196
238 635 9572
700 800 -5835
564 465 -4800
1696 1354 4156
1406 530 -7995
337 21 -5898
1467 1082 2782
1634 742 6010
445 1663 -5002
1615 422 9318
35 1685 9228
1087 1520 -1410
619 1118 -4753
647 1865 3407
1841 1521 -9094
1724 1959 -3288
444 1507 -9626
231 796 5826
1710 1691 -3071
1624 579 -2756
345 1413 -2767
1134 1247 -6611
92 1151 -4570
1543 1092 7930
1691 1678 2492
1508 563 7420
1257 1821 -4586
959 280 1998
730 189 -1679
857 1852 8095
105 719 -521
1563 1049 -7356
448 324 989
1459 1735 -7430
837 1509 7736
341 1481 6434
1899 717 -4824
651 381 8435
1323 388 -1770
909 1132 -305
1028 489 -8170
1881 1388 -944
1388 1704 -5822
259 375 6964
1515 605 -7633
931 1545 2384
1847 1222 -6666
566 1069 -4460
681 517 -2969
224 971 9781
1540 1430 -200
216 1328 5221
1976 1747 225
614 707 -3579
158 1808 3580
712 1675 -2733
94 565 632
574 1255 -151
1145 1455 -1782
617 363 1682
1228 414 -1066
1173 125 8232
1457 1985 -8201
176 140 -3157
1520 1252 932
1771 895 4886
1441 1095 -8350
795 1250 560
1209 1452 8897
1812 836 643
650 1713 8041
16 1934 -3371
536 427 8957
647 623 -9399
1835 138 7204
1150 233 5930
1913 623 7324
1767 160 -3168
1935 1060 8981
1229 1349 -3863
1414 60 -6810
384 1064 3618
1313 1894 9413
1422 1375 9115
1085 1050 -8910
1728 826 -3241
1035 1312 -6417
584 650 -9965
136 1267 -9448
7 180 3537
477 1377 9029
1085 532 7316
1531 1814 5841
397 1727 -5130
33 1217 -4977
578 1868 -2595
1011 1454 3621
998 330 -3741
203 597 8061
1865 1948 -6499
69 650 1333
155 305 -960
854 344 8839
1516 1209 2256
937 1580 4112
1031 968 8557
927 991 1060
388 1486 -2469
85 780 -6954
1872 541 -9232
1363 1573 -2644
1719 86 5273
1278 1561 2605
837 956 3892
557 972 -7336
942 462 -1453
1730 1877 -9971
826 599 6622
83 710 -9653
1861 778 6833
1366 1781 4519
193 508 -511
1005 608 -8615
383 131 8600
1739 1140 9004
1757 71 935
1540 1218 1946
1417 723 1259
1632 745 -7661
1031 750 4652
1349 1417 -355
1142 774 7535
867 503 -5286
1041 858 9752
249 92 3811
1253 1421 2327
361 837 -5903
1684 922 337
1619 1299 67
382 1430 9125
956 1967 6532
1992 1674 -3980
1295 835 -5460
328 1969 28
64 228 -1910
243 1184 -28
1205 582 -1984
1256 238 -1547
1630 1063 -8699
1288 177 -3959
1566 1580 5339
528 1228 8571
1490 885 -6137
1045 1064 -8472
1891 1199 387
310 1409 545
609 420 2450
520 718 7161
1600 328 1926
1623 599 5641
1255 721 -565
293 1521 838
1521 991 -9357
996 827 250
1649 1487 5332
868 1724 -3285
53 1301 2704
352 1440 2912
1089 1863 -5227
786 640 -3832
278 1131 105
1324 270 -6622
113 357 8836
907 703 -7771
800 446 -6829
1622 1100 7800
718 1046 1522
1787 942 -5963
1597 674 -4512
1624 258 9079
158 1723 3229
1524 867 -7139
659 36 -3413
1847 1574 -3529
371 134 8978
12 333 6287
1701 235 2698
447 1524 3476
1551 968 4267
1976 1390 2093
1733 413 883
407 798 -1897
905 762 6315
1738 665 8405
1759 785 6860
578 1116 4551
117 361 3541
1063 1290 1681
392 850 1830
1217 547 -9613
1561 1107 1066
49 1931 9091
671 1585 8618
1185 1114 8273
1795 1398 5078
1426 926 6851
857 1542 2451
453 980 6294
1345 786 3843
1192 79 1080
481 1231 -3334
90 1981 5984
342 1257 8197
979 1131 2739
1438 717 8685
368 1798 -7930
24 1868 -681
70 452 -6789
409 1827 -3459
158 539 3032
635 1375 -3395
1455 1965 2093
1372 873 1300
1257 26 -3491
763 26 3452
853 860 3750
1513 296 -4340
1820 555 8653
1626 162 -6245
84 1096 4213
296 145 4062
1536 422 -8553
376 1799 6961
717 265 -5044
1975 792 4613
1718 1978 -2899
900 1827 4441
391 1799 -4852
349 788 8143
1953 521 3531
1205 1996 5054
708 1101 8906
1008 265 -5304
1475 779 39
869 1342 2654
126 590 9144
890 797 -7215
1915 286 -2783
624 1208 -6596
1728 1217 4560
1393 1125 -8296
585 1421 -9840
587 1517 5680
311 477 -8668
1851 641 2223
1948 396 9036
167 1453 -9623
1653 1438 -3914
641 1051 5973
1437 1965 -3918
1193 210 -5544
1419 1839 1685
1704 1124 -1163
278 1157 -6904
283 1950 5507
1564 762 -7571
773 1912 -1342
460 1785 8471
980 1658 170
672 933 201
64 380 -7427
1536 39 -2156
714 1010 -5781
1117 1172 -1868
738 1820 4288
1386 1921 -2572
81 1940 -2891
468 19 -6644
904 1981 6609
1599 1830 -5929
502 56 -1185
1028 80 -4598
1439 304 9540
655 48 1125
785 549 1765
1931 1113 1797
413 177 -740
534 1429 -5829
1611 1767 -4310
687 393 7437
1401 613 8287
925 73 5681
1487 105 -1815
1590 1374 9288
1460 259 2153
1688 1249 2650
191 353 8817
897 204 2988
1052 1139 -7115
723 364 -3701
245 188 9572
1174 97 -7099
697 47 -5367
897 1256 -2122
1445 1938 9468
1733 109 2190
1634 1972 1713
208 590 -351
1975 1291 -3864
544 1349 -5528
278 504 -5568
1808 1631 5107
144 1094 2193
1540 148 3623
738 572 2958
1073 1199 -2500
1269 907 -800
1737 222 -6717
207 1475 4580
1349 51 718
748 1471 -2953
1035 369 -7363
465 570 -5343
560 1511 -8400
835 1730 -8456
150 710 19
1314 549 -3430
1301 1599 7738
1165 580 8065
552 1026 -9080
209 1696 989
1605 448 -183
1559 1992 -5985
833 1213 -8048
852 1045 9773
10 1303 2590
127 676 -2012
403 388 7322
70 828 4807
1108 1870 3510
208 1918 -1630
1920 1669 9398
714 1132 7100
216 1295 -6892
194 1785 9245
368 184 9918
889 169 -3566
327 563 6172
733 310 -3615
1177 304 -6598
287 61 6918
1012 594 7789
384 849 1170
307 670 -662
904 547 -1301
1400 820 3308
1218 1248 -4798
1680 13 4693
1923 1527 -8787
1927 1516 -3698
427 986 -6513
1897 1319 3329
1042 1838 8224
1985 1677 3568
446 931 -1067
614 363 3869
1035 168 -9994
1133 715 1250
644 897 -3966
1500 1138 -7419
822 526 -7034
35 756 1133
90 627 -3491
1196 1223 -7149
823 1165 2015
1771 833 1174
1448 378 4738
145 609 -2206
895 366 6008
686 734 -659
525 1756 -4215
1734 19 -2425
1615 988 -8434
418 797 4809
480 1964 3842
645 1255 8000
202 195 -4410
1283 445 5580
276 1104 3888
1797 606 -8066
849 1258 1768
1659 717 -3403
1352 707 -5617
1834 833 -9872
1760 853 -8591
523 602 -2591
1082 144 -6180
1513 1783 2981
1662 1735 3911
804 1432 -6559
38 59 8920
1933 149 9839
1074 1234 7151
1717 145 -49
586 500 -2687
2 1413 -2634
120 431 3146
711 664 -7285
865 1895 -7497
1036 1500 -6427
1166 1464 -723
200 1211 -5480
651 1528 3924
922 180 9037
1059 846 387
747 1803 -8481
158 668 9911
721 740 -8105
244 1200 2072
832 736 -1494
1304 24 6391
1145 968 8183
561 337 -9518
1872 1321 -2810
1475 1661 -884
792 972 4047
1977 1056 -1072
1657 673 -3493
303 52 -7767
561 1866 -8571
1053 1600 -3374
1843 804 9059
505 1397 -8978
1142 1863 3771
417 1153 9881
1668 841 2712
322 905 1604
999 794 -6715
1028 1290 1021
548 1611 -8546
1555 148 -4567
739 589 6390
1521 797 -4596
699 403 -5467
1774 1185 -8610
283 1759 -1165
1391 1751 -8204
1459 166 -2031
1691 585 -6718
1740 396 -2886
1323 1279 -3553
1445 1952 -2509
1254 1013 5567
1401 734 -2312
435 1888 6168
1220 1857 6961
487 547 -4892
734 796 622
713 1797 -9279
1612 250 1345
1596 357 -8208
816 1161 -832
1435 1147 9853
1351 1583 8309
1400 1932 5783
1094 1381 -8127
846 516 5243
179 1557 7475
1575 1489 4269
1879 1080 8767
875 636 -7265
80 907 1428
786 1723 -4515
480 1265 8187
1181 730 5117
1797 1619 7518
1214 1572 -7163
1392 1883 5831
1292 1356 781
296 1840 4525
514 1126 -3069
1439 152 2552
140 178 -1418
1308 260 -6751
733 1362 -1669
1274 695 2512
751 1570 4198
1641 1259 -4901
231 843 8849
1152 1023 -1794
392 1457 -1702
390 600 -2286
1112 44 -5821
1369 373 3963
940 1291 1855
710 1932 1712
1234 465 5703
294 458 4451
764 1583 -1118
323 910 7611
283 182 -5747
1367 1140 9778
1895 1889 1941
1382 187 6984
1981 1992 -6325
1019 574 -6275
775 658 -9300
888 1082 6924
944 812 6976
1858 1836 -3306
1348 839 -1117
1280 192 1860
1213 1482 -7112
84 591 -78
1799 1675 9905
1384 1726 -8192
6 640 -4336
504 799 2531
698 1572 6509
354 866 -8889
710 810 5884
1072 26 -2035
848 1447 4726
1774 1893 -3279
1652 1375 5138
1344 364 -8609
1608 479 7460
1583 1416 -9900
1672 1574 -7653
1770 1506 4620
980 651 -1990
1954 1423 -8197
37 1194 -5431
1218 1000 102
1230 1007 -1144
1815 1495 -7218
722 1107 -9916
647 1215 574
340 1008 6005
1146 1915 -8488
1596 311 -3418
1318 1057 5911
53 913 -5788
716 1988 -9036
1533 624 2252
472 954 -6252
1813 1582 -6595
1418 331 -5491
991 696 2606
1860 149 -4567
370 615 1599
1855 425 4815
84 1492 -9172
1050 1833 3875
1318 210 4637
1332 1211 -5215
676 1900 -5523
1893 152 -5154
1385 688 -1944
1915 1008 4621
1537 1624 -3656
1089 1595 8312
710 45 -8604
1709 1526 4050
86 1016 2289
219 1842 1333
927 474 261
19 1280 3797
745 1999 3857
1184 1549 9117
1315 1238 -3556
1527 151 5360
457 756 8496
1440 1143 -4221
1802 1820 -8561
1188 1407 3139
375 1306 -4821
1932 1137 1366
102 1739 -6363
1937 1955 -1996
1266 1664 -1739
1146 1004 -3281
767 1946 4529
1927 88 6337
666 712 7355
1172 134 2725
450 1218 4224
410 536 -6364
298 445 -3935
203 910 -4470
122 1426 1596
1931 1087 6730
807 759 -2618
345 450 4269
1573 121 9378
1007 1556 3659
1333 421 8548
186 5 -7124
1938 1305 9498
1912 399 5313
1941 385 -6803
1983 1587 2550
551 1838 -1007
771 725 -2149
1470 115 -6384
1926 1844 -3592
904 1338 -8204
1562 31 -2
1794 62 -9108
328 1695 -7075
986 19 -3283
249 390 -5742
64 1956 -4203
1194 783 -298
1795 1352 -3077
1632 415 6121
928 1073 -1800
1058 266 4119
291 978 1243
136 759 319
1290 1117 7835
1487 1969 2460
1577 1736 2594
140 1438 8197
618 903 4216
165 451 -5955
1599 1266 3850
43 1755 5253
341 462 -1458
1967 980 -8047
125 1051 -3529
701 112 2929
363 757 -4627
1930 1001 6883
301 330 2189
1393 1484 3688
1236 1635 6908
509 1071 5720
1567 771 -6922
988 847 -6532
1006 1207 -2326
49 1835 -8613
1199 323 -9679
443 1328 -9451
273 269 2442
1868 58 -4494
268 1145 6967
1312 369 -5079
1496 1962 5165
1856 1230 469
301 1026 5015
1419 1677 7189
1081 1308 -8221
994 817 -7537
1415 188 2126
1327 1255 -8896
1260 1761 -5342
1704 635 -7990
1221 1900 8273
1798 273 -1235
1324 476 -8466
1445 1421 -6406
251 1789 -2353
866 89 2555
213 393 6716
1438 1117 -9067
224 1263 6131
1697 1176 2882
1011 1850 7397
948 887 9451
1910 955 9645
894 251 5788
379 839 -7129
18 1424 -7475
1877 588 3693
1388 374 9470
438 1575 -513
66 555 -6930
1903 170 9410
592 1324 3804
1155 1548 9110
249 1680 7004
1341 1928 -3581
950 1995 -8087
1755 1687 -6042
3 1095 -9819
1207 885 -2170
565 1133 7848
183 824 -4413
654 697 5343
1279 475 -2332
35 1162 9443
159 78 846
1531 1135 -9356
1989 132 -3942
174 403 -9586
1852 1351 2619
455 917 6337
1388 223 2483
1761 1459 758
707 571 -1830
1040 1514 1146
1956 261 -7586
989 43 9508
1438 837 2893
1689 984 4926
564 780 7633
738 1035 8920
761 1135 2286
1711 1161 -855
1327 1802 5561
376 1056 4149
844 777 9959
447 1927 1763
1684 1286 7901
1201 1321 -2526
53 210 4490
1821 602 8070
429 1460 3911
1203 1078 1135
1987 1358 2944
1233 985 -5964
1019 1471 8620
1293 385 -2156
373 1166 -6138
166 1083 -6240
1919 1219 1294
1669 1536 -6957
1801 472 -2464
458 1041 7539
266 1823 -5530
1450 895 7953
892 890 6380
610 1328 2167
1636 586 8871
1265 1430 7492
866 858 3210
1050 1691 9989
1208 895 -5492
924 725 2116
1100 485 257
1765 1918 -1707
72 1951 3295
853 1748 7649
1659 1380 6700
194 1938 5598
1004 1728 3465
426 173 -7835
1369 107 -2445
1793 1294 6392
464 1081 -8871
873 500 3986
436 415 1729
193 508 -9105
95 1401 -724
899 1809 -159
1152 1919 -7969
324 1385 -8591
1524 726 9511
1680 374 -2711
733 1372 4988
456 1783 -8203
736 1709 -3121
407 953 417
792 1181 3238
1514 863 1685
786 1362 3059
1995 1027 -7084
501 344 -1645
617 1381 1924
167 963 -1753
1161 764 -2415
968 1444 -3123
218 23 -7110
574 1054 -2952
1488 1992 6307
852 1867 -2619
765 1337 2173
384 915 -1319
658 1969 9593
1759 1893 -8599
1289 1283 -6773
601 442 6815
1489 216 -268
443 824 6009
815 925 1539
563 810 9346
954 1208 6619
1339 799 -9137
12 1317 9877
1196 855 3425
1816 211 -9688
1477 457 -2448
989 1095 -816
85 559 -3940
57 9 -589
287 1101 4023
1640 810 -3314
1148 1552 -4412
1733 854 9272
1336 518 1926
1436 544 7757
200 1044 -5660
1444 381 -831
1535 116 9690
87 1828 3124
177 82 7819
1034 785 -7561
1831 1532 -885
966 1402 -2034
312 1541 681
1714 1041 8674
1931 1367 8334
1713 836 4468
37 1771 -5145
1246 447 2020
82 1199 -1090
914 557 4396
891 273 100
347 263 4672
1431 545 -68
264 1312 -6747
232 343 -7683
966 746 -412
1021 907 6875
130 585 -7420
1003 80 9928
1605 1343 -8489
1915 1585 8071
909 13 -8033
370 1648 3627
1315 336 -9644
1524 381 -3420
1089 326 7324
477 1228 -159
551 707 6020
1629 879 -9704
1426 846 6996
1132 534 3168
1519 1526 -1322
162 447 8077
1134 1070 2266
683 1329 8158
1190 623 -6361
1251 1604 -5278
501 377 3817
1871 828 -4299
619 824 -5195
582 1933 -7378
835 378 -9291
1948 396 -5626
743 558 -4189
1584 180 2871
1149 956 3447
833 456 -7971
1302 85 -7101
507 688 3660
1480 1516 -2316
1589 1011 7954
41 1144 8605
870 852 -1218
1269 1474 138
8 1676 910
1855 305 286
370 718 -5961
1685 531 -6728
572 1637 -6637
38 781 -7398
1731 400 4367
1319 1740 317
596 445 -2781
256 28 -2037
1565 1467 -498
1138 933 7175
798 1035 -8632
464 855 -5966
1740 964 999
1117 487 2790
1114 903 6369
365 382 -7640
327 1203 8400
1454 19 4534
1014 1817 -3434
593 1586 -2843
1608 1009 -2622
1765 995 178
112 993 4967
275 739 -1654
1233 544 -2325
174 809 3003
1347 1125 -8822
131 506 7890
1001 402 3623
703 354 1620
1521 1191 -2269
754 999 -6514
338 96 -4913
1867 1617 -8935
467 427 -4912
244 1550 8696
1981 1620 -8373
1879 336 -3285
631 377 -9342
1836 503 3549
1917 228 7690
377 1238 7608
1364 445 -7869
696 784 4714
78 1085 1659
1060 1901 716
679 818 434
1523 1562 -734
859 964 -3445
180 1767 2738
1771 1207 -7366
1124 747 1144
971 616 -4786
244 1329 977
83 283 95
619 1627 4339
657 2 -2249
877 1040 -144
1188 1222 -7800
427 1429 -8120
814 1014 -5883
1223 1965 4650
281 1280 950
1688 65 -5304
1046 861 9571
807 701 -1024
547 1779 6755
291 1866 -611
175 1768 5870
254 1610 7627
206 1426 -9266
136 1573 9004
1252 1147 6003
1780 1890 1291
496 375 3829
827 364 5846
1596 891 -4741
1856 1515 4736
1387 924 8036
1412 214 -9583
875 953 -3533
948 567 -4999
310 1265 -9901
349 1344 -4481
795 869 2203
1745 1014 1189
1668 1185 -7054
350 75 -401
389 1370 -8219
1786 443 2380
1427 1136 -4817
1260 819 8400
1472 750 5853
875 1779 5274
1556 563 -6015
620 553 -1033
1271 1141 -3604
210 1554 8091
1605 1912 -8334
79 487 5085
1761 350 -5051
619 1698 2302
1196 1218 -8742
309 267 8205
1760 1423 6866
1813 452 8765
1711 676 -8597
1578 455 2913
287 582 4419
1069 375 9804
1964 1107 -4125
1632 1589 -8977
230 689 -3425
232 18 3818
1127 722 -1952
1059 591 3341
1859 1914 -1772
463 265 -6031
697 1093 5611
763 1810 -6836
197 1737 6723
628 904 7517
1788 1731 -4149
743 490 -9414
794 954 -1518
1732 1424 7352
531 1188 -3180
1788 919 -8339
945 846 3538
311 604 2309
844 1073 -5311
292 75 1500
1850 1154 782
182 1891 7806
384 1910 -7397
794 17 -4655
1786 1037 1764
468 138 -6619
1937 228 -8639
1453 822 6707
796 1642 -4179
287 1687 -1315
1045 782 7218
68 350 -3398
1932 1472 -5618
1030 375 4491
1124 343 7127
828 1602 2982
601 182 -2763
1619 451 -9712
1902 1929 6745
437 972 -5618
5 973 8591
663 1970 -4972
1400 904 1492
768 1159 -3111
1254 250 -4282
1903 683 2557
289 836 6001
1718 1028 8458
1156 1665 8027
1877 935 -1659
1865 1539 2251
393 1203 -338
1205 250 -653
1184 638 9012
1455 193 1705
1307 664 4930
1833 747 1247
1268 1822 1304
1507 941 -8228
736 138 -6667
427 837 209
1132 815 1959
1166 894 1889
880 562 -7013
150 385 -3547
876 552 5139
1611 920 9545
11 1403 8125
1111 381 7243
1471 96 -1071
926 150 -8436
1228 104 -7087
1892 1731 2468
681 844 7483
799 1581 -9044
1012 453 -8930
1983 543 5336
1525 1495 -9628
1823 720 -5365
1212 150 -4657
148 1073 -4039
208 288 5712
684 1621 2342
629 347 5910
246 1987 685
894 1540 8609
1006 1283 -7938
849 454 -8225
559 98 -5072
1270 36 1511
158 1758 -7732
1492 1979 4213
1138 213 -7609
1259 1273 -1984
776 1922 -3721
515 1699 -3677
204 288 -1585
1834 118 6692
303 1280 -927
1743 923 7767
1138 1503 -9686
1304 883 6483
316 737 1850
278 154 -1270
98 1442 -7504
1002 381 -9736
1925 1720 -5344
931 902 2206
770 1020 -826
767 1956 -1903
34 1582 -7607
1356 959 8620
1321 321 2499
1129 1059 6759
1716 1661 4517
26 1889 1898
1048 1001 8901
1616 1359 7097
535 934 3737
1700 41 -8990
779 1411 -8520
1062 962 5792
1035 655 4042
1569 833 6075
1547 1095 -8764
354 738 -6939
225 1875 3338
1697 640 -6932
574 1825 4959
499 1295 2893
1320 280 -8953
1943 999 6217
88 822 2591
1435 1650 -2642
1524 1209 5945
8 478 2119
1012 322 1882
1481 1095 -8431
129 312 -5433
1761 1945 4681
57 149 -6866
1828 319 841
1723 1698 5508
1516 1539 -5099
1233 443 -8140
1005 301 -3372
1787 30 -110
390 122 4591
1346 202 2161
682 11 2790
450 1428 3352
1421 481 -1923
1463 1792 -1359
761 445 8748
689 634 9850
595 90 -9037
924 96 -322
130 1038 1109
1770 294 -7418
1434 1669 -8
894 1424 9836
1995 967 297
1191 806 2365
1308 373 3096
1019 1891 -5734
1215 392 -6226
911 1615 -1249
119 839 -6323
1186 1364 -7108
1501 1158 2405
161 1376 4227
523 1925 -1804
943 1679 7180
943 992 1525
1604 874 -3225
1340 1379 -8888
1597 257 -2670
726 1724 3284
129 1130 1140
313 1236 6266
528 785 -7307
457 568 -8189
63 1578 4093
856 1242 8731
1740 1128 3210
19 1981 7794
1077 1733 4011
1979 45 -3766
1197 1101 4709
336 162 3989
1578 249 -9914
1015 480 4177
1956 1289 -4140
1983 671 -1728
849 1778 -8517
1318 1692 -6661
650 546 9604
1022 259 -4238
1742 534 1739
1595 1405 4317
1323 348 6859
1977 395 -3407
184 1964 8735
15 95 7764
1185 642 5336
373 540 -9115
294 447 5552
758 1372 4495
1282 357 1255
1715 1693 7498
377 1399 2509
1163 1338 -5486
1639 227 6791
337 1258 8102
1592 731 5709
129 194 -963
892 85 -8953
13 728 3158
1564 1020 -7594
913 1903 4555
950 1285 -2613
750 251 -8659
1718 344 -1509
9 170 3018
1708 1407 -5089
650 599 8998
1635 148 -1574
235 1514 7194
1354 902 6925
268 1557 1167
190 1076 2936
703 750 5261
288 1827 4174
1356 290 -9234
1764 162 4754
819 608 3709
1197 1347 -4309
412 1682 7470
316 1284 7759
1977 1820 -7403
315 1123 -4958
1926 1231 2858
574 1302 -203
1093 433 -7762
1380 285 4807
747 1468 3410
165 760 -5489
645 1614 5377
360 112 7079
1458 1493 -2123
919 593 -7520
367 1774 3908
1424 1099 -7169
1182 1604 621
167 712 -3003
266 1241 4223
1253 1548 7929
716 1601 -2533
1294 895 4778
1099 299 -9784
1160 1357 -1385
1395 1751 5645
1332 882 -3064
987 1854 8044
1094 1145 4294
1616 1979 4372
1874 1081 509
1298 528 1668
46 1389 -9604
1386 1298 -2364
100 1787 -4121
1492 432 3284
1875 714 -836
1846 14 -4238
1171 1335 -9627
1036 436 -2346
111 995 1158
1148 1739 7300
1810 75 3373
1091 188 4440
1737 1437 -4709
598 745 -2194
1317 1582 -6761
1095 673 7587
517 276 -9775
1474 679 -2907
808 1018 1368
1918 1606 5812
852 1262 4914
1431 1185 1485
1979 1034 -6315
1736 413 3282
1754 591 -8879
1879 1460 2666
1154 128 4893
1274 106 4514
919 420 5736
266 262 -334
894 868 -4211
1596 1823 2592
1456 1643 5665
1651 421 -4442
1981 1884 -1041
75 318 -5268
303 1071 3154
491 377 5424
1022 29 -6836
706 1167 4289
1842 680 4323
29 1767 7147
1468 1613 -8271
1435 1003 -6768
779 1074 -1267
1205 607 -8392
342 150 -4749
1631 523 -5805
779 1831 -7188
1497 84 -6164
1430 461 3932
1380 582 -3883
1919 1880 4932
580 1512 -8331
251 1608 9858
750 132 2571
479 1564 4955
224 459 3510
546 1514 -5476
1674 1297 6833
1092 554 6081
346 1585 1720
608 701 1942
1638 1371 -7259
1810 263 1773
1596 239 3221
206 1041 2605
777 1999 -4570
1091 1915 5608
1408 1310 3864
1391 1940 8661
597 355 982
246 1938 -3157
908 407 8138
982 846 5581
927 1557 9071
1392 813 -483
587 858 -9239
980 1487 -9352
292 151 7655
1421 62 7901
1156 589 -8258
1729 1766 -6422
1346 889 -6217
1029 515 -3889
474 1402 -8550
1071 1693 -434
1525 1633 -418
332 1516 -5312
1964 1679 -2727
1305 280 110
1577 1628 7473
1099 1229 1972
427 61 -1582
209 787 1882
1129 951 3692
146 685 3058
1639 99 -9580
918 248 8988
937 1403 4180
892 751 -5816
679 461 -4079
1944 1663 -1085
1986 1630 -8112
649 1653 -4677
341 1668 -6727
1101 1773 -2514
97 1753 9585
1641 1228 -1184
1580 934 9554
1629 1818 3125
1173 1292 -2807
309 544 6860
385 1117 -486
1307 1193 -4244
791 659 7769
1909 60 -4360
1959 328 -2930
1814 397 -9354
231 1005 1125
1967 1972 8958
1671 1211 -9140
136 191 2492
1654 1704 -780
584 911 9115
612 1449 455
293 366 -9917
1558 1252 -7670
155 1629 -2077
232 1503 -5232
176 31 -3159
170 1861 -9907
1511 862 5606
912 132 -757
758 1818 7546
933 534 -3528
33 988 -9571
1907 718 3369
1482 929 6571
755 1900 -7286
1748 1675 -3131
554 1927 5088
88 400 7937
155 589 -2644
1963 138 5121
1149 750 -6332
1671 534 -7518
973 1426 -2658
1446 1190 9774
414 421 -2415
256 856 -7505
1815 240 9320
1696 735 -9542
941 297 8994
646 1543 9076
1856 538 -4828
1345 844 2277
536 1172 1341
865 1708 -7416
194 1867 857
187 1094 -1171
1855 110 1686
1938 446 1459
373 111 -7402
1911 1313 5654
1250 1282 4292
312 1061 -272
275 511 9512
1037 1387 6891
225 1876 -2954
689 1375 -1480
1997 712 -3284
91 288 -7027
1407 587 -2721
1564 1517 -8099
894 1586 8000
1563 981 2178
1446 722 -1467
238 1107 2333
1429 133 -7913
1679 362 -6176
1742 470 -5139
581 239 -3929
8 1234 1600
1487 1889 -4048
405 1337 -5798
1353 1169 -6173
1419 1546 8741
1337 1054 -4711
1363 306 -2606
1337 117 6985
85 1298 -3216
1250 360 2303
1022 1734 4408
75 1079 -5299
1724 298 1433
215 953 9177
1366 1527 -5659
1492 74 2204
1632 913 1096
1956 576 3499
938 626 -9254
189 708 5583
197 1311 157
1200 1985 5493
1570 1316 8854
672 488 -6598
833 738 -5709
943 496 1591
1306 428 6250
325 1767 446
1980 1125 -8101
1806 1813 -7830
384 1917 3581
1378 1747 -6102
1318 1795 -9286
962 1801 -3738
1723 1889 6831
1678 428 -2722
856 555 -6353
674 351 1045
1791 1583 7750
524 1924 2447
65 949 -7065
1005 1987 8934
277 347 3983
358 1050 4987
687 1972 -3352
1693 408 81
1464 1140 5478
1593 1573 3277
1407 999 -3371
744 562 -6893
723 1598 -1281
359 1053 6569
1008 1224 1915
1766 466 -8151
7 177 5351
1431 1660 2382
